counterparty_id,counterparty_type,state,annual_income,fico_score,dti,annual_revenue,total_assets,total_liabilities,ebitda,number_employees,industry,rating_notch,sp_rating,moodys_rating,debt_to_equity,interest_coverage_ratio,current_ratio,as_of_date
CP-I-00041,INDIVIDUAL,VA,61679.49654906338,659.0395013936369,0.42973138490951773,,,,,,,,,,,,,2026-06-30
CP-I-00042,INDIVIDUAL,FL,112471.6966961864,661.3684136491661,0.37972629904955135,,,,,,,,,,,,,2026-06-30
CP-I-00043,INDIVIDUAL,NC,74262.04909436128,665.7075967773667,0.22978353324151063,,,,,,,,,,,,,2026-06-30
CP-I-00044,INDIVIDUAL,NY,169805.01973470443,725.4604193797953,0.17141994382037143,,,,,,,,,,,,,2026-06-30
CP-I-00045,INDIVIDUAL,FL,220669.45376784817,763.8115512710664,0.36750501385192724,,,,,,,,,,,,,2026-06-30
CP-I-00046,INDIVIDUAL,FL,115950.33097304197,685.9951355823672,0.4926197166337771,,,,,,,,,,,,,2026-06-30
CP-I-00047,INDIVIDUAL,GA,70579.66470800656,764.1492425005822,0.3447436755615271,,,,,,,,,,,,,2026-06-30
CP-I-00048,INDIVIDUAL,NY,84187.19755666533,587.7409253019085,0.16357738817461365,,,,,,,,,,,,,2026-06-30
CP-I-00049,INDIVIDUAL,CA,171569.52149634395,772.0789112845276,0.30487156120124814,,,,,,,,,,,,,2026-06-30
CP-I-00050,INDIVIDUAL,NY,71298.92850873232,618.1158591745819,0.12071743545826627,,,,,,,,,,,,,2026-06-30
CP-I-00051,INDIVIDUAL,GA,107120.0412475441,743.152396086276,0.4422100981861144,,,,,,,,,,,,,2026-06-30
CP-I-00052,INDIVIDUAL,NC,68932.38080219024,710.8127970538525,0.2374382331074268,,,,,,,,,,,,,2026-06-30
CP-I-00053,INDIVIDUAL,NC,88952.4333267982,626.5005237284903,0.11066072778515355,,,,,,,,,,,,,2026-06-30
CP-I-00054,INDIVIDUAL,GA,60240.96457493119,622.6357009964172,0.1489901719054762,,,,,,,,,,,,,2026-06-30
CP-I-00055,INDIVIDUAL,NC,77456.37612766212,653.7160644351201,0.34593401604000373,,,,,,,,,,,,,2026-06-30
CP-I-00056,INDIVIDUAL,NC,75329.12522552325,772.2363425018387,0.4291472615445513,,,,,,,,,,,,,2026-06-30
CP-I-00057,INDIVIDUAL,TX,34929.05073618586,736.0875412019485,0.3701430099035593,,,,,,,,,,,,,2026-06-30
CP-I-00058,INDIVIDUAL,CA,70901.9412112272,715.8381259074107,0.4184990306900416,,,,,,,,,,,,,2026-06-30
CP-I-00059,INDIVIDUAL,VA,161283.84134304017,728.2222418163348,0.1448698119077847,,,,,,,,,,,,,2026-06-30
CP-I-00060,INDIVIDUAL,NC,83188.54221645233,791.2844446155444,0.4642435164000714,,,,,,,,,,,,,2026-06-30
CP-I-00061,INDIVIDUAL,NY,105953.82018091327,715.4244702005251,0.4951942460301067,,,,,,,,,,,,,2026-06-30
CP-I-00062,INDIVIDUAL,VA,179113.63770058355,782.366770266993,0.23735020878161062,,,,,,,,,,,,,2026-06-30
CP-I-00063,INDIVIDUAL,FL,84751.78028261029,761.0720408449577,0.15218359353681377,,,,,,,,,,,,,2026-06-30
CP-I-00064,INDIVIDUAL,CA,59641.36874479509,712.2569500316378,0.27629728486622945,,,,,,,,,,,,,2026-06-30
CP-I-00065,INDIVIDUAL,FL,62839.11927360684,740.4201640181516,0.24294905327129673,,,,,,,,,,,,,2026-06-30
CP-I-00066,INDIVIDUAL,CA,58540.414071417195,787.881608544427,0.4053446378291175,,,,,,,,,,,,,2026-06-30
CP-I-00067,INDIVIDUAL,GA,29450.74553104327,685.0301917501113,0.4161942856571571,,,,,,,,,,,,,2026-06-30
CP-I-00068,INDIVIDUAL,GA,47527.00271332256,774.7748621771566,0.40853144339355885,,,,,,,,,,,,,2026-06-30
CP-I-00069,INDIVIDUAL,NY,126982.09559307549,635.3072771602193,0.10970061988986221,,,,,,,,,,,,,2026-06-30
CP-I-00070,INDIVIDUAL,VA,189884.3374940459,697.0999127842158,0.34863191616141637,,,,,,,,,,,,,2026-06-30
CP-I-00071,INDIVIDUAL,GA,130385.37701284957,709.5236713183751,0.38497353658514466,,,,,,,,,,,,,2026-06-30
CP-I-00072,INDIVIDUAL,NC,124599.38108927965,693.3026273811092,0.36237592888196635,,,,,,,,,,,,,2026-06-30
CP-I-00073,INDIVIDUAL,NY,95257.88034059366,706.5927893469238,0.3590139644952597,,,,,,,,,,,,,2026-06-30
CP-I-00074,INDIVIDUAL,GA,74770.16271112523,792.0069812505043,0.293123926079362,,,,,,,,,,,,,2026-06-30
CP-I-00075,INDIVIDUAL,FL,64713.717544113584,744.7922314688902,0.2289115622906669,,,,,,,,,,,,,2026-06-30
CP-I-00076,INDIVIDUAL,FL,60693.205305620446,650.9636637681208,0.3770728068398338,,,,,,,,,,,,,2026-06-30
CP-I-00077,INDIVIDUAL,NY,63669.83547659111,730.124508734967,0.30221886503780043,,,,,,,,,,,,,2026-06-30
CP-I-00078,INDIVIDUAL,CA,147919.57670472527,648.3102381623148,0.22200400181523922,,,,,,,,,,,,,2026-06-30
CP-I-00079,INDIVIDUAL,VA,56357.589589299794,700.5122175776324,0.31769404724537925,,,,,,,,,,,,,2026-06-30
CP-I-00080,INDIVIDUAL,TX,97150.04394248824,731.0305095206905,0.1749169490163407,,,,,,,,,,,,,2026-06-30
CP-I-00081,INDIVIDUAL,VA,107931.88746884113,762.0744234326042,0.2739366508443317,,,,,,,,,,,,,2026-06-30
CP-I-00082,INDIVIDUAL,GA,81871.43276785636,568.3085030669828,0.37425258504563025,,,,,,,,,,,,,2026-06-30
CP-I-00083,INDIVIDUAL,NY,126623.54246374195,739.5196899069592,0.2125097379760768,,,,,,,,,,,,,2026-06-30
CP-I-00084,INDIVIDUAL,NC,128028.26888866961,730.5077508683054,0.17866339173392748,,,,,,,,,,,,,2026-06-30
CP-I-00085,INDIVIDUAL,FL,85558.92012829582,655.8941717163002,0.47878280323390976,,,,,,,,,,,,,2026-06-30
CP-I-00086,INDIVIDUAL,TX,61848.73273390132,653.8804399988339,0.48320133870736137,,,,,,,,,,,,,2026-06-30
CP-I-00087,INDIVIDUAL,NC,91537.26969831875,672.9432839628187,0.3427518055066357,,,,,,,,,,,,,2026-06-30
CP-I-00088,INDIVIDUAL,GA,129983.41430794423,657.6676936690187,0.22409031345339372,,,,,,,,,,,,,2026-06-30
CP-I-00089,INDIVIDUAL,NY,152997.57853399744,792.9641778317015,0.1803349200688519,,,,,,,,,,,,,2026-06-30
CP-I-00090,INDIVIDUAL,VA,122965.2438121856,714.3711565839021,0.48727719511357587,,,,,,,,,,,,,2026-06-30
CP-I-00091,INDIVIDUAL,CA,224484.26938313327,680.5819800062853,0.20160469903094141,,,,,,,,,,,,,2026-06-30
CP-I-00092,INDIVIDUAL,CA,70800.35013336845,697.0095362125487,0.24198420574643925,,,,,,,,,,,,,2026-06-30
CP-I-00093,INDIVIDUAL,NC,46610.71795407643,660.2582463103569,0.31769998482295914,,,,,,,,,,,,,2026-06-30
CP-I-00094,INDIVIDUAL,GA,49166.992983245014,682.8607560640843,0.40650533092320573,,,,,,,,,,,,,2026-06-30
CP-I-00095,INDIVIDUAL,GA,36919.41066136855,710.9221648002105,0.1901737575931028,,,,,,,,,,,,,2026-06-30
CP-I-00096,INDIVIDUAL,VA,67812.82389325832,742.7907099433767,0.33692040030498416,,,,,,,,,,,,,2026-06-30
CP-I-00097,INDIVIDUAL,NC,47399.03149273275,763.5268777183894,0.2137504367228682,,,,,,,,,,,,,2026-06-30
CP-I-00098,INDIVIDUAL,VA,175654.18850664282,670.8173557572536,0.4383448468127621,,,,,,,,,,,,,2026-06-30
CP-I-00099,INDIVIDUAL,TX,96437.26420490534,757.9739753335041,0.14103895886826148,,,,,,,,,,,,,2026-06-30
CP-I-00100,INDIVIDUAL,NC,93441.94742415841,742.645769274368,0.37294830486648206,,,,,,,,,,,,,2026-06-30
CP-I-00101,INDIVIDUAL,NY,159460.56994899927,632.125993860184,0.4694693432952357,,,,,,,,,,,,,2026-06-30
CP-I-00102,INDIVIDUAL,FL,47649.35707548582,747.9961489508648,0.30069296018403846,,,,,,,,,,,,,2026-06-30
CP-I-00103,INDIVIDUAL,VA,170128.17315793087,761.6869218824795,0.28471211738094687,,,,,,,,,,,,,2026-06-30
CP-I-00104,INDIVIDUAL,GA,84515.53065648612,703.6812739651206,0.4045618122884469,,,,,,,,,,,,,2026-06-30
CP-I-00105,INDIVIDUAL,VA,79688.71029333201,702.3437843570218,0.39074251091547285,,,,,,,,,,,,,2026-06-30
CP-I-00106,INDIVIDUAL,VA,94078.00757903299,722.1426334683649,0.22548069694428546,,,,,,,,,,,,,2026-06-30
CP-I-00107,INDIVIDUAL,NC,99562.7061045288,707.8525647131862,0.44768356405855525,,,,,,,,,,,,,2026-06-30
CP-I-00108,INDIVIDUAL,FL,152351.9802136576,669.8011724445997,0.27330935775133525,,,,,,,,,,,,,2026-06-30
CP-I-00109,INDIVIDUAL,TX,62717.748226714386,709.0712035866311,0.5071363113276818,,,,,,,,,,,,,2026-06-30
CP-I-00110,INDIVIDUAL,NY,40231.08748709577,784.2158751737062,0.3022394486971246,,,,,,,,,,,,,2026-06-30
CP-I-00111,INDIVIDUAL,FL,122582.13561814767,662.9081249516717,0.10729854551981177,,,,,,,,,,,,,2026-06-30
CP-I-00112,INDIVIDUAL,NC,110801.36892655873,653.0690640378876,0.15174170329216025,,,,,,,,,,,,,2026-06-30
CP-I-00113,INDIVIDUAL,CA,72964.65673046191,773.3002846922952,0.26803774140712033,,,,,,,,,,,,,2026-06-30
CP-I-00114,INDIVIDUAL,CA,136833.06515969866,649.9795697871928,0.23751198744833904,,,,,,,,,,,,,2026-06-30
CP-I-00115,INDIVIDUAL,CA,130546.19484672183,708.6783873255936,0.45780749744311633,,,,,,,,,,,,,2026-06-30
CP-I-00116,INDIVIDUAL,NY,59637.96422400772,713.6707434723738,0.4653054087499398,,,,,,,,,,,,,2026-06-30
CP-I-00117,INDIVIDUAL,FL,64804.714247282216,613.3015746233315,0.29273093252134696,,,,,,,,,,,,,2026-06-30
CP-I-00118,INDIVIDUAL,CA,61448.77775860219,757.5469535424204,0.18903761189879048,,,,,,,,,,,,,2026-06-30
CP-I-00119,INDIVIDUAL,CA,54866.20932280289,741.3498723297791,0.3533358141346852,,,,,,,,,,,,,2026-06-30
CP-I-00120,INDIVIDUAL,CA,108518.3121534055,687.1910044515597,0.3702198045132854,,,,,,,,,,,,,2026-06-30
CP-I-00121,INDIVIDUAL,VA,87180.43436622049,663.8497975841511,0.2915307554592529,,,,,,,,,,,,,2026-06-30
CP-I-00122,INDIVIDUAL,NC,86455.07261887875,647.4601425214279,0.46930956810843383,,,,,,,,,,,,,2026-06-30
CP-I-00123,INDIVIDUAL,GA,83446.7787611527,613.8521025895212,0.14091489308754762,,,,,,,,,,,,,2026-06-30
CP-I-00124,INDIVIDUAL,NY,116123.20278275828,787.9031804511916,0.23021020273851928,,,,,,,,,,,,,2026-06-30
CP-I-00125,INDIVIDUAL,VA,140741.79387953816,715.6000783989413,0.2260888481386556,,,,,,,,,,,,,2026-06-30
CP-I-00126,INDIVIDUAL,CA,46090.62606068755,651.7762220018369,0.2857481171026429,,,,,,,,,,,,,2026-06-30
CP-I-00127,INDIVIDUAL,VA,109447.85401366433,669.0118499753863,0.28108532110257073,,,,,,,,,,,,,2026-06-30
CP-I-00128,INDIVIDUAL,NY,163981.9217816785,720.4952101461514,0.1370005190388997,,,,,,,,,,,,,2026-06-30
CP-I-00129,INDIVIDUAL,NY,153928.17399753732,711.072776941298,0.10074132488131836,,,,,,,,,,,,,2026-06-30
CP-I-00130,INDIVIDUAL,CA,92831.5299537361,764.4323040703442,0.24259453033301454,,,,,,,,,,,,,2026-06-30
CP-I-00131,INDIVIDUAL,GA,151788.0707964786,697.2626546254397,0.3303336658151414,,,,,,,,,,,,,2026-06-30
CP-I-00132,INDIVIDUAL,CA,53230.3675237717,739.0869715821384,0.19868209472087356,,,,,,,,,,,,,2026-06-30
CP-I-00133,INDIVIDUAL,NC,174167.4683166019,775.1561703780894,0.30466173213673586,,,,,,,,,,,,,2026-06-30
CP-I-00134,INDIVIDUAL,FL,96069.97732250045,812.3932660086427,0.10973647589768173,,,,,,,,,,,,,2026-06-30
CP-I-00135,INDIVIDUAL,GA,75777.56469659101,810.8354760479381,0.21308461608453172,,,,,,,,,,,,,2026-06-30
CP-I-00136,INDIVIDUAL,NC,85167.32206253598,707.8893279847737,0.2755213286423753,,,,,,,,,,,,,2026-06-30
CP-I-00137,INDIVIDUAL,GA,90727.97226540529,760.2934358296728,0.19651045298634262,,,,,,,,,,,,,2026-06-30
CP-I-00138,INDIVIDUAL,CA,71927.10420871111,680.9916322176156,0.3554145939064093,,,,,,,,,,,,,2026-06-30
CP-I-00139,INDIVIDUAL,NY,67450.60712034443,714.3998062351013,0.161212809826597,,,,,,,,,,,,,2026-06-30
CP-I-00140,INDIVIDUAL,NY,158197.69966891196,717.5119817351059,0.2227319285119141,,,,,,,,,,,,,2026-06-30
CP-I-00141,INDIVIDUAL,CA,96352.21731414692,640.1382700130749,0.3630016437443423,,,,,,,,,,,,,2026-06-30
CP-I-00142,INDIVIDUAL,FL,136896.6322363904,673.6220511579023,0.24482259658639888,,,,,,,,,,,,,2026-06-30
CP-I-00143,INDIVIDUAL,CA,189198.05057063114,749.2991544043666,0.19150340967335497,,,,,,,,,,,,,2026-06-30
CP-I-00144,INDIVIDUAL,CA,87747.60979861546,720.7401659185822,0.49629878534991756,,,,,,,,,,,,,2026-06-30
CP-I-00145,INDIVIDUAL,FL,102601.27257959447,752.5462080692151,0.2594283469772016,,,,,,,,,,,,,2026-06-30
CP-I-00146,INDIVIDUAL,NC,118709.0631127415,663.2452210960367,0.23123579202565003,,,,,,,,,,,,,2026-06-30
CP-I-00147,INDIVIDUAL,NY,51094.067784606355,715.3358166704853,0.5440114784576988,,,,,,,,,,,,,2026-06-30
CP-I-00148,INDIVIDUAL,TX,168358.94906674713,717.9629347713174,0.42704580550924076,,,,,,,,,,,,,2026-06-30
CP-I-00149,INDIVIDUAL,NY,125632.59119937844,684.7359742071349,0.33502654545880073,,,,,,,,,,,,,2026-06-30
CP-I-00150,INDIVIDUAL,VA,59862.07477949912,751.1103247532205,0.5505007486336227,,,,,,,,,,,,,2026-06-30
CP-I-00151,INDIVIDUAL,GA,103663.70557880022,751.2058896105835,0.20219577715008238,,,,,,,,,,,,,2026-06-30
CP-I-00152,INDIVIDUAL,NY,128990.91126343759,708.8264061725532,0.11572093724053936,,,,,,,,,,,,,2026-06-30
CP-I-00153,INDIVIDUAL,NC,82652.01087997408,569.0046158954462,0.3402200260341951,,,,,,,,,,,,,2026-06-30
CP-I-00154,INDIVIDUAL,FL,65996.08937821296,684.1889502130751,0.5639054161006936,,,,,,,,,,,,,2026-06-30
CP-I-00155,INDIVIDUAL,CA,90271.95518108713,721.0258033610387,0.18183066018044008,,,,,,,,,,,,,2026-06-30
CP-I-00156,INDIVIDUAL,NY,124407.39732657571,703.0740816361853,0.20283858047263567,,,,,,,,,,,,,2026-06-30
CP-I-00157,INDIVIDUAL,GA,42656.917894768834,695.8439209675182,0.1291447155637323,,,,,,,,,,,,,2026-06-30
CP-I-00158,INDIVIDUAL,FL,210056.47048084196,713.4652390488168,0.24002133543403475,,,,,,,,,,,,,2026-06-30
CP-I-00159,INDIVIDUAL,GA,153955.5260392455,742.5211464936211,0.5124479307449785,,,,,,,,,,,,,2026-06-30
CP-I-00160,INDIVIDUAL,TX,103514.19162110204,627.59747688547,0.4917967631396399,,,,,,,,,,,,,2026-06-30
CP-I-00161,INDIVIDUAL,NC,56911.8879711241,763.0272470707006,0.38015581807270443,,,,,,,,,,,,,2026-06-30
CP-I-00162,INDIVIDUAL,NY,31431.419038789838,742.2805795639257,0.19157911534744282,,,,,,,,,,,,,2026-06-30
CP-I-00163,INDIVIDUAL,CA,86727.11798705408,767.6498280805414,0.17406642672108466,,,,,,,,,,,,,2026-06-30
CP-I-00164,INDIVIDUAL,GA,58069.95696005055,721.7641572025519,0.4894433219091717,,,,,,,,,,,,,2026-06-30
CP-I-00165,INDIVIDUAL,TX,192618.2276302472,708.2381266143851,0.12219491146948862,,,,,,,,,,,,,2026-06-30
CP-I-00166,INDIVIDUAL,NY,121166.33657245124,715.2941119595384,0.3348299133888431,,,,,,,,,,,,,2026-06-30
CP-I-00167,INDIVIDUAL,NC,104768.75070139531,650.3591717998455,0.2285715429953789,,,,,,,,,,,,,2026-06-30
CP-I-00168,INDIVIDUAL,FL,84038.25980672894,738.9984630507786,0.2115164154271969,,,,,,,,,,,,,2026-06-30
CP-I-00169,INDIVIDUAL,FL,50733.53843178953,625.6722050712776,0.16555910650512598,,,,,,,,,,,,,2026-06-30
CP-I-00170,INDIVIDUAL,NY,104651.69399412154,711.4596161008826,0.29755110407676627,,,,,,,,,,,,,2026-06-30
CP-I-00171,INDIVIDUAL,NC,138780.3995081914,753.5325340334689,0.31841350226496073,,,,,,,,,,,,,2026-06-30
CP-I-00172,INDIVIDUAL,TX,54913.21834302516,662.2630609817796,0.316867423505579,,,,,,,,,,,,,2026-06-30
CP-I-00173,INDIVIDUAL,TX,109781.3337033959,665.0712108167369,0.1716552477765112,,,,,,,,,,,,,2026-06-30
CP-I-00174,INDIVIDUAL,TX,85319.02600574476,705.9441619129457,0.315135095689847,,,,,,,,,,,,,2026-06-30
CP-I-00175,INDIVIDUAL,TX,82401.94866064674,756.3297845805255,0.2651486146223107,,,,,,,,,,,,,2026-06-30
CP-I-00176,INDIVIDUAL,TX,55040.18951367815,652.5566264165849,0.36091643509927124,,,,,,,,,,,,,2026-06-30
CP-I-00177,INDIVIDUAL,NY,187952.6203368403,821.0435950136075,0.20875398657355917,,,,,,,,,,,,,2026-06-30
CP-I-00178,INDIVIDUAL,VA,110264.58943948091,653.5705758910836,0.35731077967107383,,,,,,,,,,,,,2026-06-30
CP-I-00179,INDIVIDUAL,VA,138284.55235308674,611.226149016663,0.18404099266617321,,,,,,,,,,,,,2026-06-30
CP-I-00180,INDIVIDUAL,GA,101217.50627145509,785.8187983084207,0.2652975504257618,,,,,,,,,,,,,2026-06-30
CP-I-00181,INDIVIDUAL,VA,133718.17847280364,608.7943393486299,0.3385367872612014,,,,,,,,,,,,,2026-06-30
CP-I-00182,INDIVIDUAL,NC,59088.34010524015,722.0959915696561,0.38998171490606015,,,,,,,,,,,,,2026-06-30
CP-I-00183,INDIVIDUAL,FL,111574.13463932817,710.990845334978,0.1002102446105356,,,,,,,,,,,,,2026-06-30
CP-I-00184,INDIVIDUAL,TX,77099.50955364818,655.4076059200675,0.24795789941626656,,,,,,,,,,,,,2026-06-30
CP-I-00185,INDIVIDUAL,TX,90789.3257221567,669.7255155407681,0.42081612673550745,,,,,,,,,,,,,2026-06-30
CP-I-00186,INDIVIDUAL,FL,194279.5663449398,715.5894721838806,0.417234312295405,,,,,,,,,,,,,2026-06-30
CP-I-00187,INDIVIDUAL,NC,101703.16642910396,705.9011097302078,0.10890284028415553,,,,,,,,,,,,,2026-06-30
CP-I-00188,INDIVIDUAL,VA,168690.922576448,794.2397363814307,0.1018766564904557,,,,,,,,,,,,,2026-06-30
CP-I-00189,INDIVIDUAL,CA,145881.8124354201,681.1012025268659,0.15729723474731838,,,,,,,,,,,,,2026-06-30
CP-I-00190,INDIVIDUAL,VA,127984.1995813615,654.2993282114417,0.2517217879093873,,,,,,,,,,,,,2026-06-30
CP-I-00191,INDIVIDUAL,GA,48126.728163461084,731.1037610251896,0.05959381238463039,,,,,,,,,,,,,2026-06-30
CP-I-00192,INDIVIDUAL,GA,88911.61242509125,683.6919255741446,0.1728271408791991,,,,,,,,,,,,,2026-06-30
CP-I-00193,INDIVIDUAL,NY,61077.82167246322,704.1162800976293,0.4572498408199608,,,,,,,,,,,,,2026-06-30
CP-I-00194,INDIVIDUAL,GA,128355.1274333743,774.5227339333679,0.34632817926378867,,,,,,,,,,,,,2026-06-30
CP-I-00195,INDIVIDUAL,TX,136469.38268102397,621.6145338582435,0.3493590662981318,,,,,,,,,,,,,2026-06-30
CP-I-00196,INDIVIDUAL,NY,68678.3685129345,747.4987504552874,0.2513927716674802,,,,,,,,,,,,,2026-06-30
CP-I-00197,INDIVIDUAL,VA,91916.34411598292,708.8820966061845,0.3237378708765269,,,,,,,,,,,,,2026-06-30
CP-I-00198,INDIVIDUAL,NY,118311.49750166312,830.1813584006511,0.47128764088278297,,,,,,,,,,,,,2026-06-30
CP-I-00199,INDIVIDUAL,NY,117741.27477785207,612.0901813127116,0.30537146327493153,,,,,,,,,,,,,2026-06-30
CP-I-00200,INDIVIDUAL,FL,116447.03730915197,660.509564839042,0.22814135585634204,,,,,,,,,,,,,2026-06-30
CP-I-00201,INDIVIDUAL,CA,63477.200206899135,645.7877927696568,0.22952456286473863,,,,,,,,,,,,,2026-06-30
CP-I-00202,INDIVIDUAL,TX,96346.97825106943,753.9202586039654,0.20986054012812208,,,,,,,,,,,,,2026-06-30
CP-I-00203,INDIVIDUAL,CA,49611.727522689725,780.2844365882611,0.295102704226419,,,,,,,,,,,,,2026-06-30
CP-I-00204,INDIVIDUAL,GA,81516.2441257124,779.2567648118604,0.14362802402425343,,,,,,,,,,,,,2026-06-30
CP-I-00205,INDIVIDUAL,NC,71745.16642153746,699.5351416894473,0.2528977615394375,,,,,,,,,,,,,2026-06-30
CP-I-00206,INDIVIDUAL,NY,67734.91236416111,749.2550177196072,0.3763385650929373,,,,,,,,,,,,,2026-06-30
CP-I-00207,INDIVIDUAL,GA,271758.11179328576,684.2024456523881,0.42081320427924096,,,,,,,,,,,,,2026-06-30
CP-I-00208,INDIVIDUAL,NC,84670.70951321168,631.4973730704254,0.2976770581029694,,,,,,,,,,,,,2026-06-30
CP-I-00209,INDIVIDUAL,FL,42552.38217634604,757.8620987460768,0.3329749024460653,,,,,,,,,,,,,2026-06-30
CP-I-00210,INDIVIDUAL,FL,30565.893908741196,765.089868389617,0.14662121182661075,,,,,,,,,,,,,2026-06-30
CP-I-00211,INDIVIDUAL,NC,150413.1466096056,637.9621907809485,0.16043668695329644,,,,,,,,,,,,,2026-06-30
CP-I-00212,INDIVIDUAL,GA,59148.612765904174,660.9216205708099,0.3822559904953132,,,,,,,,,,,,,2026-06-30
