run_id,as_of_date,instrument_id,counterparty_id,product_type,scenario,scenario_weight,stage,pd_12m,pd_applied,lgd,ead,scenario_ecl,weighted_ecl
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000038,CP-I-01227,Mortgage,Baseline,0.7,1,0.02772421865075942,0.02772421865075947,0.410122239746176,323322.69422177545,3676.282059516224,2573.3974416613564
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000039,CP-I-00957,Mortgage,Baseline,0.7,1,0.050487402816712025,0.050487402816712046,0.38365842862989585,381426.3556325196,7388.19709061381,5171.737963429667
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000040,CP-I-00646,Personal Loan,Baseline,0.7,1,0.044982735038467614,0.044982735038467614,0.62,50092.53359329089,1397.0454829401763,977.9318380581233
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000041,CP-I-00584,Personal Loan,Baseline,0.7,1,0.018399239956784372,0.018399239956784386,0.62,3324.077493977989,37.91950965692146,26.54365675984502
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000042,CP-C-00190,Equipment Lease,Baseline,0.7,1,0.045493209558927834,0.04549320955892788,0.30477026748501984,109284.07316408354,1515.2212314867443,1060.654862040721
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000043,CP-I-00824,Mortgage,Baseline,0.7,1,0.03556724237093979,0.03556724237093979,0.2824697974385157,299180.19052844815,3005.7651677332315,2104.035617413262
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000044,CP-I-00839,Mortgage,Baseline,0.7,1,0.032187391033024905,0.032187391033024926,0.2773671876215674,236813.04764390455,2114.2020328321205,1479.9414229824843
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000045,CP-C-00384,Commercial Term Loan,Baseline,0.7,1,0.06649351547931619,0.06649351547931619,0.30158515359013843,417022.9244174894,8362.751315589125,5853.925920912387
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000046,CP-I-00243,Personal Loan,Baseline,0.7,2,0.07602839143997331,0.14627646657499682,0.62,7697.221507467144,698.0718660255659,488.6503062178961
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000047,CP-I-01474,Mortgage,Baseline,0.7,2,0.06498101194395728,0.41579745610614816,0.5948495180268087,192924.17299092273,47717.27003917038,33402.089027419264
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000048,CP-C-00590,Revolving Credit Facility,Baseline,0.7,1,0.027400294672181892,0.027400294672181892,0.62,3266367.014299655,55489.63959356941,38842.74771549858
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000049,CP-I-00738,Personal Loan,Baseline,0.7,2,0.08895466387472584,0.16999639552438617,0.62,4138.311369892744,436.16877019239774,305.3181391346784
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000050,CP-I-00178,Credit Card,Baseline,0.7,2,0.08483913713230266,0.5079836749122986,0.62,21350.056879229567,6724.197818920535,4706.938473244374
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000051,CP-C-00507,Revolving Credit Facility,Baseline,0.7,1,0.049570568833485686,0.049570568833485686,0.62,877242.9438997081,26960.967675247462,18872.67737267322
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000052,CP-C-00166,Equipment Lease,Baseline,0.7,1,0.05332157628386414,0.05332157628386414,0.3309494821606031,582841.6641252431,10285.26000518336,7199.682003628352
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000053,CP-C-00414,Commercial Term Loan,Baseline,0.7,1,0.03780745522117355,0.03780745522117357,0.4984273445313934,1368492.243748361,25788.236662689043,18051.76566388233
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000054,CP-I-01204,Mortgage,Baseline,0.7,2,0.10515016897421824,0.5888490639016271,0.27081811797629296,143028.449150807,22808.88913627893,15966.222395395249
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000055,CP-C-00413,Revolving Credit Facility,Baseline,0.7,2,0.1685300320253387,0.6524324285595708,0.62,421399.90079924837,170459.67561739383,119321.77293217568
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000056,CP-C-00109,Revolving Credit Facility,Baseline,0.7,1,0.05111621516981095,0.05111621516981095,0.62,2273013.6124119353,72036.46879549381,50425.52815684566
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000057,CP-I-00009,Auto Loan,Baseline,0.7,1,0.025237828021576838,0.025237828021576838,0.3114481979016568,18665.562514653884,146.71647411078288,102.701531877548
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000058,CP-I-01292,Auto Loan,Baseline,0.7,1,0.05693325195031873,0.05693325195031873,0.26234596884966993,39150.94893911508,584.7667614885671,409.336733041997
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000059,CP-C-00586,Equipment Lease,Baseline,0.7,1,0.045922126241896746,0.045922126241896746,0.25758944941800893,592144.3280227601,7004.50795128492,4903.155565899444
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000060,CP-I-01333,Mortgage,Baseline,0.7,1,0.04340122126141823,0.04340122126141823,0.476254723839672,691095.6692790515,14284.972810001322,9999.480967000925
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000061,CP-I-01104,Credit Card,Baseline,0.7,1,0.05513945800026416,0.05513945800026421,0.62,4658.233112645921,159.24851842351146,111.47396289645802
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000062,CP-I-00061,Mortgage,Baseline,0.7,1,0.050147353486610195,0.050147353486610195,0.4781086533941785,246904.8827848859,5919.762741468591,4143.833919028014
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000063,CP-C-00357,Commercial Term Loan,Baseline,0.7,1,0.052260818604256874,0.05226081860425691,0.30554537485771976,2310696.9811938037,36897.32819050375,25828.129733352624
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000064,CP-C-00037,Commercial Term Loan,Baseline,0.7,1,0.03358184586532542,0.03358184586532542,0.3421251020820246,1582832.5031594087,18185.467236646982,12729.827065652888
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000065,CP-I-00630,Personal Loan,Baseline,0.7,2,0.09103730937418791,0.19173824486794377,0.62,3502.5953812784496,416.3805243511157,291.46636704578094
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000066,CP-C-00394,Equipment Lease,Baseline,0.7,1,0.0495912825523446,0.0495912825523446,0.3761502987138912,183640.5644375927,3425.5899068270055,2397.9129347789035
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000067,CP-I-01040,Mortgage,Baseline,0.7,1,0.03528186240315931,0.035281862403159336,0.599852833762841,349828.02593586425,7403.734153818119,5182.613907672683
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000068,CP-I-00961,Credit Card,Baseline,0.7,1,0.024692083993271562,0.024692083993271607,0.62,10649.87881301204,163.03997534481536,114.12798274137074
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000069,CP-I-01489,Mortgage,Baseline,0.7,1,0.030442252547500076,0.030442252547500104,0.37818811148922793,137841.6725797422,1586.9571166174767,1110.8699816322337
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000070,CP-I-00968,Mortgage,Baseline,0.7,2,0.07780032426458246,0.4768819307868446,0.5243321014729905,308563.96342609596,77154.72347225412,54008.30643057788
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000071,CP-I-01202,Auto Loan,Baseline,0.7,1,0.041332896995302085,0.041332896995302085,0.2776724903803962,89612.1775902948,1028.479718828277,719.9358031797939
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000072,CP-I-01093,Personal Loan,Baseline,0.7,2,0.13035638950034203,0.24371999071711914,0.62,3353.51886889785,506.73814431043013,354.7167010173011
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000073,CP-I-00266,Personal Loan,Baseline,0.7,1,0.053691429643219685,0.05369142964321971,0.62,2987.267304598347,99.4422044324063,69.6095431026844
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000074,CP-C-00596,Commercial Real Estate,Baseline,0.7,1,0.07033211772513001,0.07033211772513004,0.3946297010158396,2158419.8901737016,59907.25182017015,41935.07627411911
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000075,CP-I-00649,Mortgage,Baseline,0.7,2,0.13580068446697705,0.6888918817361184,0.28328796790430555,477178.92764821905,93123.74925794835,65186.62448056384
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000076,CP-C-00147,Revolving Credit Facility,Baseline,0.7,1,0.05134603380082458,0.051346033800824586,0.62,2172076.574836018,69147.06068229588,48402.94247760711
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000077,CP-C-00113,Revolving Credit Facility,Baseline,0.7,3,0.3825594505055963,0.95,0.62,550494.3510049467,324241.1727419136,226968.8209193395
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000078,CP-C-00004,Equipment Lease,Baseline,0.7,1,0.03636702776436257,0.036367027764362625,0.33364922477248005,191466.5883491079,2323.223152581781,1626.2562068072466
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000079,CP-I-00902,Mortgage,Baseline,0.7,2,0.09851187743345433,0.5638056128576491,0.36213778593213963,132021.31178586915,26955.49309702397,18868.845167916777
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000080,CP-I-00362,Personal Loan,Baseline,0.7,1,0.04329657229116214,0.04329657229116214,0.62,4959.788385804869,133.13993856481747,93.19795699537222
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000081,CP-C-00591,Commercial Term Loan,Baseline,0.7,1,0.05131498193173139,0.05131498193173139,0.3131676834808228,432815.43733587826,6955.428052587941,4868.799636811558
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000082,CP-I-01142,Mortgage,Baseline,0.7,1,0.0270883838492132,0.0270883838492132,0.49770523866655836,296600.7125854586,3998.779867862324,2799.1459075036264
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000083,CP-I-01376,Mortgage,Baseline,0.7,1,0.05366446541529357,0.05366446541529357,0.5999089513127214,240712.2955889894,7749.441857679039,5424.609300375327
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000084,CP-I-01613,Mortgage,Baseline,0.7,1,0.07109448029161018,0.07109448029161018,0.317099772705334,345620.07901925733,7791.674110079379,5454.171877055564
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000085,CP-I-00021,Auto Loan,Baseline,0.7,1,0.012527955321298493,0.012527955321298493,0.534803206115078,56391.970237287875,377.82567455971565,264.4779721918009
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000086,CP-I-01351,Credit Card,Baseline,0.7,1,0.00817683650403087,0.008176836504030893,0.62,5575.392987395447,28.265227680264825,19.785659376185375
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000087,CP-I-00033,Auto Loan,Baseline,0.7,1,0.021939179124456778,0.021939179124456778,0.41172150724006085,51360.19574913822,463.92801438516483,324.74961006961536
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000088,CP-C-00343,Commercial Term Loan,Baseline,0.7,1,0.042213852835095676,0.04221385283509571,0.44600666108024833,177638.83924711792,3344.523588968251,2341.1665122777754
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000089,CP-I-00640,Credit Card,Baseline,0.7,1,0.07613387806319888,0.07613387806319888,0.62,8070.922384453586,380.97178481882963,266.68024937318074
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000090,CP-I-01344,Mortgage,Baseline,0.7,2,0.19369322811585918,0.8213502312401897,0.5717474979199999,205254.8624345434,96388.69728184342,67472.08809729038
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000091,CP-I-00317,Personal Loan,Baseline,0.7,1,0.040215315355443246,0.040215315355443246,0.62,7294.743577878207,181.8834563213092,127.31841942491644
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000092,CP-I-01323,Auto Loan,Baseline,0.7,1,0.026876511459393005,0.026876511459393005,0.2613895408229018,7269.748303350717,51.07171922304024,35.75020345612817
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000093,CP-I-01044,Mortgage,Baseline,0.7,1,0.02287632135079794,0.02287632135079798,0.4303166947395433,465104.0057988644,4578.513130671389,3204.959191469972
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000094,CP-I-01155,Mortgage,Baseline,0.7,1,0.020949070023469078,0.02094907002346913,0.2846375310203487,207514.4969452642,1237.3864442081124,866.1705109456786
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000095,CP-I-00890,Mortgage,Baseline,0.7,1,0.034191498747154915,0.034191498747154915,0.2650350188093825,157194.1416581315,1424.4845895647502,997.1392126953251
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000096,CP-I-01467,Auto Loan,Baseline,0.7,1,0.04670957188714015,0.0467095718871402,0.33828456851462607,15554.820790777432,245.78370455350603,172.0485931874542
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000097,CP-I-00519,Mortgage,Baseline,0.7,1,0.0436218050137594,0.04362180501375945,0.3672859284160933,102512.7626685514,1642.4261825802287,1149.69832780616
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000098,CP-I-00111,Mortgage,Baseline,0.7,1,0.05649713938294453,0.05649713938294454,0.4742212258342916,419537.68952972314,11240.3136435218,7868.21955046526
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000099,CP-I-01256,Mortgage,Baseline,0.7,1,0.03809951638270094,0.03809951638270094,0.43465380969555767,341543.9555549216,5656.002039019268,3959.201427313487
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000100,CP-I-00232,Auto Loan,Baseline,0.7,1,0.03125715801103286,0.031257158011032904,0.43044949960228096,13149.208843976163,176.91771381661647,123.84239967163153
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000101,CP-I-00582,Personal Loan,Baseline,0.7,1,0.04999568207636503,0.04999568207636507,0.62,15566.493481290603,482.51962466333686,337.76373726433576
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000102,CP-C-00362,Revolving Credit Facility,Baseline,0.7,1,0.05537522883572544,0.05537522883572544,0.62,2550324.493238357,87559.37749942631,61291.564249598414
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000103,CP-I-01497,Personal Loan,Baseline,0.7,2,0.11856476713769307,0.27473232491358524,0.62,5593.67348897303,952.7930119084887,666.955108335942
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000104,CP-C-00640,Equipment Lease,Baseline,0.7,1,0.027309710779554058,0.027309710779554058,0.43517529331172006,147393.56967601276,1751.7005589171263,1226.1903912419882
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000105,CP-I-01219,Mortgage,Baseline,0.7,1,0.0270611437149599,0.027061143714959934,0.5235326319364291,158618.58172102328,2247.211592781157,1573.0481149468098
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000106,CP-C-00012,Revolving Credit Facility,Baseline,0.7,1,0.02785829567825054,0.02785829567825054,0.62,1114561.4252707115,19250.86467679357,13475.6052737555
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000107,CP-I-01318,Mortgage,Baseline,0.7,1,0.041938982800151625,0.041938982800151625,0.5678404194658329,215599.21705911565,5134.419805108135,3594.0938635756943
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000108,CP-I-01313,Mortgage,Baseline,0.7,1,0.04020451171806904,0.04020451171806905,0.3072686516051372,464431.0581034742,5737.389065678181,4016.172345974727
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000109,CP-I-01090,Mortgage,Baseline,0.7,1,0.03733058319937665,0.037330583199376655,0.29834389823244334,241274.27560906459,2687.1564672382096,1881.0095270667466
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000110,CP-C-00383,Commercial Real Estate,Baseline,0.7,1,0.04308383722732475,0.043083837227324784,0.38818869171933024,937230.544061723,15674.860698529988,10972.40248897099
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000111,CP-I-01515,Auto Loan,Baseline,0.7,1,0.02610150756818399,0.02610150756818399,0.2682864606888476,25432.86792393073,178.09826312560952,124.66878418792666
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000112,CP-C-00298,Commercial Real Estate,Baseline,0.7,1,0.035566717978547775,0.035566717978547824,0.39374126838447665,571731.6259979121,8006.578087068867,5604.604660948206
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000113,CP-I-00709,Personal Loan,Baseline,0.7,1,0.012346602597050536,0.01234660259705056,0.62,7521.377085842711,57.57534139410655,40.30273897587458
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000114,CP-I-01119,Credit Card,Baseline,0.7,1,0.07037508221468003,0.07037508221468003,0.62,6419.546786295619,280.1012023772543,196.07084166407802
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000115,CP-C-00630,Commercial Real Estate,Baseline,0.7,1,0.027528650650098165,0.027528650650098165,0.36531391814294134,3129648.4877091274,31473.62057221581,22031.534400551063
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000116,CP-I-01307,Mortgage,Baseline,0.7,2,0.07373593195090106,0.4581506750726051,0.4634179247793247,301508.73061543057,64014.89701880311,44810.42791316217
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000117,CP-C-00169,Equipment Lease,Baseline,0.7,1,0.04536737871107127,0.04536737871107133,0.5316764973250865,100972.75870375856,2435.540588584171,1704.8784120089197
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000118,CP-I-00338,Mortgage,Baseline,0.7,2,0.10628786724152751,0.5930123502134035,0.47674018211395636,285139.52183631604,80612.59712463612,56428.817987245275
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000119,CP-I-01682,Credit Card,Baseline,0.7,1,0.012799799652196542,0.012799799652196575,0.62,10817.260821701171,85.84443820806477,60.091106745645334
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000120,CP-C-00567,Equipment Lease,Baseline,0.7,1,0.05905100550869016,0.05905100550869016,0.5238872933841956,259032.3270640937,8013.442577283287,5609.409804098301
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000121,CP-I-00544,Mortgage,Baseline,0.7,2,0.07904887970413023,0.48252110251866476,0.39825837299314804,301608.7034381796,57959.56220085192,40571.693540596345
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000122,CP-I-00618,Credit Card,Baseline,0.7,2,0.1509778970679893,0.5365353069003029,0.62,15317.144908139107,5095.277207357394,3566.694045150176
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000123,CP-I-00796,Mortgage,Baseline,0.7,2,0.11684689769797825,0.629926497231431,0.2597744950006688,429403.2873950402,70267.05485638909,49186.93839947236
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000124,CP-I-01168,Mortgage,Baseline,0.7,1,0.04715235466332482,0.04715235466332482,0.3626702974332132,637269.0489159233,10897.784098933638,7628.448869253546
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000125,CP-I-01577,Mortgage,Baseline,0.7,1,0.05361594499777641,0.053615944997776444,0.2785025270086712,159691.51847671362,2384.541886723334,1669.1793207063336
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000126,CP-I-00575,Personal Loan,Baseline,0.7,1,0.03591515054358342,0.03591515054358342,0.62,27664.355285386617,616.0130805548196,431.2091563883737
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000127,CP-C-00633,Revolving Credit Facility,Baseline,0.7,1,0.03893271050239986,0.03893271050239988,0.62,554090.1059811319,13374.782406812637,9362.347684768845
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000128,CP-I-01305,Credit Card,Baseline,0.7,1,0.029799963463666236,0.029799963463666236,0.62,9532.160862566014,176.115988169239,123.28119171846728
IFRS9_20260630_FINAL_V1,2026-06-30,LN-000129,CP-I-01259,Mortgage,Baseline,0.7,1,0.03769778564459015,0.03769778564459015,0.5569060957045457,440051.74996174197,9238.502158065045,6466.951510645531
