curve_id,curve_label,product_type,bucket_field,risk_bucket,scenario,month,marginal_pd,cumulative_pd,curve_version,source_type
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,22,0.0005495239157024535,0.011679346514990918,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,23,0.0005506789292211016,0.012230025444212034,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,24,0.0005517721297220843,0.012781797573934162,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,25,0.0005528060733670381,0.013334603647301213,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,26,0.0005537832113412573,0.013888386858642465,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,27,0.0005547058941331659,0.014443092752775666,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,28,0.0005555763756422199,0.014998669128417852,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,29,0.000556396817121047,0.015555065945538904,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,30,0.0005571692909596203,0.016112235236498518,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,31,0.0005578957843156711,0.01667013102081416,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,32,0.0005585782025999287,0.01722870922341413,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,33,0.0005592183728194312,0.0177879275962336,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,34,0.0005598180467859881,0.018347745643019553,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,35,0.0005603789041954545,0.01890812454721502,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,36,0.0005609025555807607,0.019469027102795744,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,37,0.0005613905451464427,0.020030417647942222,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,38,0.0005618443534876183,0.02059226200142983,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,39,0.0005622654001985438,0.021154527401628376,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,40,0.000562655046374896,0.021717182448003247,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,41,0.000563014597015128,0.02228019704501838,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,42,0.0005633453033225427,0.02284354234834096,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,43,0.0005636483649152724,0.023407190713256254,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,44,0.0005639249319447189,0.023971115645200936,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,45,0.0005641761071285463,0.02453529175232949,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,46,0.0005644029477004036,0.02509969470002993,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,47,0.0005646064672795312,0.025664301167309445,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,48,0.0005647876376649114,0.02622908880497432,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,49,0.0005649473905553728,0.02679403619552967,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,50,0.0005650866191994321,0.027359122814729075,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,51,0.0005652061799778969,0.02792432899470698,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,52,0.000565306893921161,0.028489635888628184,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,53,0.0005653895481651767,0.02905502543679339,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,54,0.0005654548973470517,0.029620480334140442,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,55,0.0005655036649432721,0.030185983999083676,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,56,0.000565536544554185,0.030751520543637834,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,57,0.0005655542011342769,0.03131707474477208,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,58,0.0005655572721732715,0.0318826320169453,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,59,0.0005655463688280029,0.032448178385773296,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,60,0.0005655220770079207,0.03301370046278118,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,61,0.000565484958416003,0.0335791854211972,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,62,0.0005654355515471675,0.0341446209727444,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,63,0.0005653743726455133,0.03470999534538988,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,64,0.000565301916621725,0.03527529726201162,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,65,0.0005652186579334607,0.03584051591994508,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,66,0.0005651250514295076,0.03640564097137455,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,67,0.0005650215331582653,0.03697066250453285,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,68,0.0005649085211439033,0.03753557102567673,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,69,0.0005647864161305269,0.03810035744180729,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,70,0.0005646556022953298,0.038665013044102636,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,71,0.0005645164479320283,0.03922952949203462,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,72,0.0005643693061074656,0.0397938987981421,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,73,0.0005642145152894647,0.04035811331343153,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,74,0.0005640523999503087,0.04092216571338181,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,75,0.0005638832711444499,0.041486048984526236,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,76,0.0005637074270625763,0.04204975641158881,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,77,0.000563525153563085,0.04261328156515187,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,78,0.0005633367246815879,0.043176618289833435,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,79,0.0005631424031187465,0.043739760692952157,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,80,0.0005629424407092909,0.04430270313366147,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,81,0.0005627370788703836,0.044865440212531804,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,82,0.0005625265490324925,0.04542796676156424,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,83,0.000562311073051359,0.04599027783461562,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,84,0.0005620908636046369,0.046552368698220215,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,85,0.0005618661245700876,0.04711423482279031,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,86,0.0005616370513901712,0.04767587187418043,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,87,0.0005614038314201292,0.048237275705600546,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,88,0.0005611666442622687,0.04879844234986286,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,89,0.0005609256620868258,0.049359368011949734,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,90,0.0005606810499386162,0.049920049061888405,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,91,0.0005604329660319641,0.050480482027920326,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,92,0.0005601815620327953,0.05104066358995307,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,93,0.0005599269833297424,0.05160059057328281,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,94,0.000559669369293256,0.052160259942576115,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,95,0.0005594088535244556,0.05271966879610057,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,96,0.000559145564093871,0.05327881436019444,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,97,0.0005588796237701156,0.05383769398396454,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,98,0.0005586111502389567,0.05439630513420346,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,99,0.0005583402563132437,0.054954645390516754,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,100,0.0005580670501350976,0.05551271244065181,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,101,0.0005577916353684021,0.05607050407602021,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,102,0.0005575141113843646,0.056628018187404594,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,103,0.000557234573438605,0.057185252760843186,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,104,0.0005569531128421123,0.05774220587368528,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,105,0.0005566698171234803,0.058298875690808716,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,106,0.0005563847701860152,0.05885526046099476,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,107,0.0005560980524573344,0.05941135851345214,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,108,0.0005558097410330554,0.059967168254485226,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,109,0.000555519909815123,0.0605226881643004,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,110,0.0005552286296431275,0.061077916793943476,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,111,0.0005549359684216725,0.06163285276236519,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,112,0.0005546419912411978,0.06218749475360641,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,113,0.0005543467604947921,0.06274184151410123,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,114,0.0005540503359896565,0.06329589185009088,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,115,0.0005537527750539706,0.06384964462514486,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,116,0.0005534541326392868,0.06440309875778416,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,117,0.0005531544614195102,0.06495625321920362,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,118,0.0005528538118842989,0.06550910703108792,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,119,0.0005525522324297123,0.06606165926351759,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Prime,Baseline,120,0.0005522497694451843,0.06661390903296283,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,1,0.0015237237482397248,0.0015237237482397248,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,2,0.0015321342137741287,0.003055857962013908,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,3,0.0015400628051737704,0.004595920767187733,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,4,0.001547529698124831,0.0061434504653126165,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,5,0.0015545542544035328,0.007698004719716156,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,6,0.0015611550529072956,0.009259159772623482,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,7,0.0015673499196540912,0.010826509692277608,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,8,0.0015731559567690144,0.012399665649046598,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,9,0.001578589570480798,0.013978255219527447,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,10,0.00158366649815163,0.015561921717679117,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,11,0.0015884018343630907,0.017150323552042157,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,12,0.0015928100560821693,0.018743133608124296,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,13,0.001596905046930895,0.02034003865505518,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,14,0.001600700120585262,0.0219407387756404,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,15,0.00160420804332547,0.023544946818965906,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,16,0.001607441055764012,0.025152387874729953,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,17,0.001610410893773825,0.026762798768503737,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,18,0.0016131288086422308,0.02837592757714602,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,19,0.0016156055864726638,0.02999153316361869,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,20,0.0016178515668595114,0.03160938473047825,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,21,0.0016198766608572757,0.03322926139133553,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,22,0.0016216903682685644,0.034850951759604065,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,23,0.0016233017942725695,0.03647425355387668,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,24,0.001624719665415194,0.0380989732192919,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,25,0.0016259523449843193,0.0397249255642762,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,26,0.0016270078477889005,0.04135193341206511,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,27,0.0016278938543648597,0.042979827266430015,V2,SYNTHETIC_DEMO
LPD_MORTGAGE_FICO_V2,Mortgage lifetime PD by FICO,Mortgage,fico_band,Near Prime,Baseline,28,0.0016286177246253345,0.04460844499105532,V2,SYNTHETIC_DEMO
