curve_id,curve_label,product_type,bucket_field,bucket_value,scenario,month,annual_cpr,monthly_smm,cumulative_survival,curve_version,source_type
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,16,0.10728117059110796,0.009412390878348553,0.9255380048176082,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,17,0.11415462289918822,0.010050227308897264,0.916236137486168,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,18,0.12097244485264463,0.010687399012923926,0.906443956294793,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,19,0.12099913554039164,0.010689902328571588,0.8967541589356777,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,20,0.12094948753526945,0.010685245905268204,0.887172120230878,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,21,0.12082384541561332,0.010673463167443442,0.877702921282411,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,22,0.12062308119133251,0.010654638670168581,0.8683513137963955,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,23,0.1203485882517893,0.010628907433075208,0.8591216880626644,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,24,0.1200022716950825,0.01059645387871988,0.8500180447189004,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,25,0.11958653510585393,0.010557510386432822,0.8410439703831253,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,26,0.11910426387338559,0.01051235547657503,0.8322026171950279,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,27,0.11855880516576715,0.010461311643755633,0.8234966862658016,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,28,0.11795394469912157,0.01040474286087234,0.8149284149984255,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,29,0.1172938804631202,0.01034305177878958,0.8064995682060898,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,30,0.11658319358514353,0.010276676649013217,0.798211432926067,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,31,0.11582681653530295,0.010206087998840263,0.7900648167999432,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,32,0.11502999889299394,0.01013178509013024,0.7820600498688531,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,33,0.11419827091257567,0.010054292194061398,0.7741969896141695,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,34,0.11333740514104644,0.009974154715000627,0.7664750290598701,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,35,0.11245337635410503,0.009891935196951085,0.7588931077423287,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,36,0.11155232008865855,0.009808209245954824,0.751449725346279,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,37,0.11064049005957877,0.009723561401374092,0.7441429578018287,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,38,0.10972421475625314,0.009638580988162504,0.736970475636285,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,39,0.10880985352016884,0.009553857981132285,0.7299295643757685,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,40,0.10790375240836968,0.009469978910856658,0.7230171467947192,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,41,0.10701220014911333,0.009387522839269136,0.7162298068160006,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,42,0.1061413844954142,0.00930705743128002,0.7095638148699694,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,43,0.10529734927939796,0.00922913514687218,0.7030151545272043,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,44,0.10448595246552822,0.009154289576203123,0.6965795502262031,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,45,0.10371282549383422,0.009083031938273867,0.6902524959239501,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,46,0.10298333419531465,0.009015847761761231,0.6840292845035241,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,47,0.10230254155078135,0.008953193764679845,0.6779050377786487,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,48,0.10167517255161279,0.008895494947672056,0.6718747369400874,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,49,0.10110558140629813,0.008843141913942754,0.6659332532929332,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,50,0.10059772132037277,0.008796488427165738,0.660075379137077,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,51,0.10015511705948558,0.008755849217119138,0.6542958586454201,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,52,0.09978084048602164,0.008721498041346143,0.6485894185957831,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,53,0.0994774892390667,0.008693666009793266,0.6429507988130254,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,54,0.09924716870568394,0.00867254017815311,0.6373747821777438,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,55,0.09909147740862954,0.008658262414508733,0.6318562240572585,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,56,0.09901149591192279,0.008650928542845993,0.6263900810135866,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,57,0.09900777932127085,0.008650587766048323,0.6209714386419964,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,58,0.09908035343139833,0.008657242370091245,0.6155955383927685,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,59,0.09922871454702091,0.008670847710307128,0.6102578032282202,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,60,0.09945183297870548,0.008691312479759739,0.6049538619671521,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,61,0.0997481601893541,0.008718499258940415,0.5996795721698983,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,62,0.10011563954171199,0.008752225345152409,0.5944310414193827,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,63,0.1005517205723075,0.008792263859057625,0.5892046468572091,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,64,0.10105337669275663,0.008838345124917546,0.5839970528390799,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,65,0.10161712619557753,0.00889015832003237,0.5788052265809082,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,66,0.1022390564187257,0.008947353387768198,0.5736264516760016,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,67,0.10291485090113776,0.009009543207343929,0.5684583393747512,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,68,0.10363981934081262,0.00907630601221543,0.5632988375313902,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,69,0.10440893014750817,0.009147188047449517,0.5581462371375808,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,70,0.10521684536412416,0.009221706454917378,0.5529991763797814,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,71,0.10605795771440156,0.009299352373460024,0.5478566421763926,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,72,0.10692642951981182,0.009379594239403488,0.542717969171416,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,73,0.10781623321553634,0.009461881270945605,0.5375828361835073,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,74,0.1087211931843375,0.009545647118003986,0.5324512601326038,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,75,0.1096350286179769,0.009630313657159162,0.5273235874903772,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,76,0.11055139710870392,0.009715294909354633,0.5222004833252494,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,77,0.11146393866827116,0.009800001056079477,0.5170829180371768,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,78,0.11236631986896599,0.009883842527887654,0.5119721519014366,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,79,0.11325227780030078,0.00996623413735609,0.5068697175637809,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,80,0.11411566353628344,0.010046599226987918,0.501777400651121,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,81,0.1149504848115868,0.010124373801177255,0.49669721868194594,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,82,0.1157509476104265,0.01019901061021733,0.4916313984785433,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,83,0.11651149637950199,0.01026998315349592,0.48658235229843905,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,84,0.1172268525859067,0.010336789568526239,0.48155265291497157,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,85,0.11789205135239796,0.01039895637234145,0.4765450078863235,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,86,0.11850247591576331,0.010456042022072065,0.4715622332584554,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,87,0.11905388966912658,0.010507640262248485,0.4666072269501131,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,88,0.11954246556580689,0.010553383227545066,0.46168294206736643,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,89,0.11996481268065536,0.010592944271303084,0.45679236039103555,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,90,0.12031799974452215,0.0106260404922498,0.45193846627297,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,91,0.1205995754885148,0.0106524349343331,0.4471242211666749,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,92,0.12080758565685011,0.010671938437502804,0.44235253900446775,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,93,0.12094058657022294,0.010684411120553183,0.43762626261752346,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,94,0.12099765514555645,0.01068976348073436,0.4329481413771844,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,95,0.12097839530259241,0.01068795709870718,0.42832081021618007,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,96,0.12088294071285721,0.010679004941475556,0.4237467701673447,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,97,0.12071195387192447,0.010662971260120835,0.4192283705354813,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,98,0.12046662150141303,0.010639971083411193,0.4147677927956382,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,99,0.12014864631263274,0.01061016931258707,0.41036703628866844,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,100,0.11976023518904165,0.010573779426756635,0.40602790576294023,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,101,0.1193040838695332,0.01053106181230612,0.40175200078982953,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,102,0.1187833582388584,0.010482321733467304,0.39754070706048633,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,103,0.11820167235503515,0.01042790696462692,0.39339518955260755,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,104,0.1175630633662437,0.010368205108063688,0.38931638753880055,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,105,0.11687196349129612,0.010303640623508525,0.3853050113927582,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,106,0.11613316925814704,0.010234671598216005,0.38136154113600645,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,107,0.11535180821394328,0.010161786288082064,0.37748622665648873,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,108,0.11453330333765933,0.010085499461743086,0.3736790895207293,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,109,0.1136833354023099,0.010006348580532398,0.3699399262937289,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,110,0.1128078035479617,0.009924889847673923,0.36626831327500703,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,111,0.11191278433918479,0.009841694160176218,0.3626636125551908,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,112,0.11100448959110225,0.009757342996571161,0.3591249792951142,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,113,0.11008922325674336,0.009672424272971547,0.35565137012834974,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,114,0.10917333767492012,0.009587528198929163,0.3522415525882564,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,115,0.10826318948228614,0.009503243163301756,0.3488941154617913,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,116,0.10736509549556655,0.00942015167884358,0.34560747997428526,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,117,0.106485288870155,0.009338826412548684,0.342379911711927,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,118,0.10562987583935642,0.009259826326960319,0.33920953319163455,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,119,0.10480479333452282,0.009183692955751055,0.33609433699113894,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Prime,Baseline,120,0.10401576778021694,0.009110946834917644,0.33303219935529577,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,1,0.005433744338174613,0.0004539436717118095,0.9995460563282882,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,2,0.010956576943014017,0.0009176655455394034,0.998628807351216,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,3,0.016566636400794817,0.0013911479383418301,0.9972395669447005,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,4,0.022260841901982818,0.0018742708592348611,0.9953704698847,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,5,0.028034925351817477,0.0023668118900075363,0.9930146152216145,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,6,0.03388347590815359,0.002868447012587483,0.9901662054151263,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,7,0.03979999653392918,0.0033787523991635204,0.9868206789730093,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,8,0.045776972039900644,0.0038972071770206895,0.9829748343404833,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,9,0.05180594798611317,0.004423197175980276,0.9786269428291687,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,10,0.057877619708889765,0.004956019661390254,0.9737768484593411,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,11,0.06398193064481457,0.005494889049724505,0.9684260527178666,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,12,0.07010817903509108,0.006038943596904378,0.9625777824077307,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,13,0.07624513201354728,0.006587253041344332,0.9562370389830349,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,14,0.08238114601014777,0.0071388271744013965,0.9494106280239737,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,15,0.088504292339791,0.007692625300366185,0.9421071678063999,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,16,0.09460248679397702,0.008247566536432105,0.934337076255467,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,17,0.10066362201110235,0.008802540890320287,0.926112535936386,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,18,0.10667570137005936,0.009356421039632301,0.9174474371200836,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,19,0.1066992377037999,0.009358596098892336,0.9088614171141128,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,20,0.10665545719019215,0.009354550259658256,0.9003594273086546,V2,SYNTHETIC_DEMO
PP_MORTGAGE_FICO_V2,Mortgage prepayment by FICO,Mortgage,fico_band,Near Prime,Baseline,21,0.1065446636846772,0.009344312436286306,0.8919461875149267,V2,SYNTHETIC_DEMO
